sRNA_ID	HCd120_1	HCd120_2	HCd120_3	HCd60_1	HCd60_2	HCd60_3	HCd90_1	HCd90_2	HCd90_3	PDd120_1	PDd120_2	PDd120_3	PDd60_1	PDd60_2	PDd60_3	PDd90_1	PDd90_2	PDd90_3	PSPd120_1	PSPd120_2	PSPd120_3	PSPd60_1	PSPd60_2	PSPd60_3	PSPd90_1	PSPd90_2	PSPd90_3
hsa-miR-5008-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5009-5p	15	4	4	7	7	11	1	9	7	2	1	3	8	1	6	4	4	3	2	2	2	8	13	5	2	2	4
hsa-miR-500a-3p	1614	1517	2078	7145	4305	7214	4920	6441	4500	6700	6779	7282	5199	4016	6250	6240	6303	4613	1290	1660	1663	2504	2646	3379	1723	2894	2562
hsa-miR-500a-5p	99	68	131	398	398	400	361	405	330	409	257	275	209	159	218	208	181	133	53	62	65	103	147	103	72	49	87
hsa-miR-500b-3p	9	6	10	63	42	59	29	32	34	21	16	20	16	19	28	48	22	7	2	8	3	24	22	28	5	14	18
hsa-miR-500b-5p	41	28	61	131	126	130	150	175	144	230	127	147	100	30	89	130	110	76	36	30	36	44	65	69	41	34	49
hsa-miR-501-3p	1181	1123	1447	4545	2661	4382	3851	4828	3429	4282	3540	4094	3214	2197	3917	4343	4020	3152	916	1093	1242	1209	1544	1889	855	1993	1932
hsa-miR-501-5p	72	68	84	366	295	361	217	267	175	409	268	301	170	136	213	190	144	143	44	46	49	85	114	118	53	57	116
hsa-miR-5010-3p	130	125	195	126	67	147	124	180	96	48	25	17	70	52	73	100	80	56	67	85	93	42	50	34	69	80	66
hsa-miR-5010-5p	2	0	2	2	3	2	4	4	0	2	1	1	2	2	3	7	1	5	3	1	4	1	2	2	4	0	2
hsa-miR-5011-3p	3	4	2	6	1	1	3	15	9	0	2	3	5	2	3	6	16	6	5	3	7	1	0	6	16	23	7
hsa-miR-5011-5p	1	2	1	3	1	0	1	7	4	0	2	1	5	1	2	1	11	4	0	2	2	2	0	4	5	15	6
hsa-miR-502-3p	561	556	743	1616	710	1625	1595	2096	1356	2265	1802	2292	1354	763	1547	1913	1362	1082	317	385	404	711	744	874	614	585	579
hsa-miR-502-5p	8	4	19	36	33	31	32	49	39	39	18	27	18	14	31	22	15	25	3	2	9	8	6	13	0	7	5
hsa-miR-503-3p	0	0	0	0	0	0	0	3	0	5	7	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
hsa-miR-503-5p	65	64	74	144	46	155	206	218	154	1178	755	851	363	138	454	535	387	278	10	13	10	5	6	8	0	6	8
hsa-miR-504-3p	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	2	0	1	0	0
hsa-miR-504-5p	1298	1269	1734	5280	2653	5249	1992	2648	1641	4254	3377	3542	12432	7176	15021	13462	9441	8616	3292	3711	4178	5103	6594	7286	5236	6729	7660
hsa-miR-505-3p	668	638	694	532	370	556	530	658	486	396	238	344	647	395	707	1050	768	620	489	562	644	369	492	520	347	520	638
hsa-miR-505-5p	24	11	19	24	8	7	14	16	3	4	1	3	14	9	20	30	7	10	7	13	11	16	18	23	14	13	15
hsa-miR-506-3p	6	6	5	33	19	31	13	18	17	60	46	52	10	13	16	18	21	9	2	5	5	2	5	7	8	4	5
hsa-miR-506-5p	5	4	1	10	2	7	7	1	2	11	10	8	0	1	2	2	2	0	0	2	1	1	1	2	0	1	4
hsa-miR-507	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-508-3p	57	75	88	405	316	337	273	276	226	944	947	712	105	82	114	340	276	233	64	80	75	58	71	86	139	134	86
hsa-miR-508-5p	5	1	1	11	5	14	9	18	7	21	23	25	8	1	12	7	7	4	0	1	2	1	2	0	2	1	0
hsa-miR-5087	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5088-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5088-5p	1	0	5	9	3	9	2	4	3	3	1	5	1	0	5	2	2	2	2	2	0	1	3	4	1	3	1
hsa-miR-5089-3p	0	1	0	2	1	0	1	5	0	0	0	0	0	0	1	1	1	4	0	0	1	0	2	1	0	1	0
hsa-miR-5089-5p	0	1	0	6	0	0	5	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0
hsa-miR-509-3-5p	60	73	103	202	126	245	184	197	136	149	222	200	65	53	56	74	45	47	5	8	15	48	42	34	37	34	17
hsa-miR-509-3p	40	51	60	238	170	309	162	179	143	397	388	319	76	40	55	132	75	63	11	24	34	56	55	50	78	54	27
hsa-miR-509-5p	24	12	27	104	90	127	59	64	63	58	61	50	24	15	40	26	21	19	1	3	5	6	23	19	5	3	9
hsa-miR-5090	5	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0
hsa-miR-5091	0	0	8	7	3	4	3	0	3	1	0	0	6	1	5	7	1	1	0	0	0	3	8	1	0	0	1
hsa-miR-5092	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5093	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5094	12	13	20	30	22	27	20	37	21	0	0	3	18	10	15	10	5	7	0	2	2	7	16	9	5	7	8
hsa-miR-510-3p	0	0	0	6	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
hsa-miR-510-5p	2	4	1	2	1	12	5	2	3	3	2	0	4	2	0	2	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-511-3p	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-511-5p	0	4	1	2	1	1	3	7	1	5	0	0	0	3	1	5	2	0	0	0	2	3	0	1	4	2	0
hsa-miR-512-3p	2	0	0	0	0	1	2	3	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
hsa-miR-513a-3p	0	0	0	0	0	0	0	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-513a-5p	0	4	0	3	6	2	4	11	3	4	2	7	0	1	0	3	3	0	0	4	1	0	0	0	1	0	0
hsa-miR-513b-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-513b-5p	1	0	1	2	1	0	1	5	0	5	1	6	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-513c-3p	0	0	0	0	0	0	0	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-513c-5p	0	0	1	7	7	2	2	1	1	3	1	2	0	0	0	6	0	1	0	0	0	0	0	0	0	2	0
hsa-miR-514a-3p	247	154	356	926	425	801	605	951	411	1769	1484	1399	406	209	374	504	501	324	135	135	151	215	175	226	222	211	124
hsa-miR-514a-5p	2	3	1	3	4	5	5	1	2	7	4	7	2	0	0	5	3	0	1	1	1	0	3	2	0	0	1
hsa-miR-514b-3p	0	1	3	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-514b-5p	0	2	0	4	1	3	0	3	2	3	6	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1
hsa-miR-515-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
hsa-miR-516a-5p	5	0	1	1	1	1	4	9	2	3	0	2	3	1	4	6	3	2	3	2	3	3	6	1	7	7	9
hsa-miR-516b-5p	1	0	0	1	0	0	1	1	0	1	0	1	1	0	2	1	0	0	1	1	2	1	1	1	10	1	2
hsa-miR-517a-3p	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	1	3	0	5	0	1
hsa-miR-517c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-5187-3p	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1
hsa-miR-5187-5p	5	1	8	3	1	6	8	4	12	15	4	4	3	2	8	10	1	11	1	10	11	3	6	7	20	8	22
hsa-miR-5188	3	0	0	0	2	1	2	6	1	4	3	2	4	0	2	5	3	0	2	1	6	0	3	3	0	2	0
hsa-miR-5189-3p	2	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-5189-5p	0	0	0	3	0	0	0	0	1	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	2	0
hsa-miR-518a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
hsa-miR-518b	0	0	0	1	0	0	0	2	1	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	1	2	2
hsa-miR-518c-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0
hsa-miR-518e-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518f-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-5190	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5191	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5193	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0
hsa-miR-519a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-519c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
hsa-miR-519c-5p	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	2	2	0
hsa-miR-519d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
hsa-miR-520a-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520a-5p	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520b-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
hsa-miR-520d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-520f-3p	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0
hsa-miR-522-3p	0	0	1	0	2	0	6	0	0	0	0	1	2	0	0	0	0	2	0	0	0	1	0	2	2	0	0
hsa-miR-523-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-524-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-525-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-526a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-526b-5p	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	2	10	0	2	1	3	0	3	2	6	0	4
hsa-miR-532-3p	134	144	142	447	213	473	455	537	347	622	350	413	284	99	397	609	528	365	131	121	181	59	108	122	89	148	280
hsa-miR-532-5p	19847	19143	25024	67962	35768	66870	59833	76819	53893	88525	74552	68081	46960	30401	55220	60208	51188	40448	15313	18074	19045	22512	26544	27863	25612	23049	21073
hsa-miR-539-3p	12	9	13	64	51	73	37	37	29	18	29	16	79	37	99	49	34	22	14	25	25	10	36	29	11	10	17
hsa-miR-539-5p	1	2	3	10	3	5	6	4	1	5	3	1	15	19	11	8	3	5	4	6	0	4	7	5	4	3	1
hsa-miR-541-3p	0	0	1	17	11	16	4	5	3	2	8	5	26	16	23	11	13	7	2	8	6	11	4	12	2	3	4
hsa-miR-541-5p	0	0	0	3	2	3	1	3	3	0	0	0	3	7	4	0	1	2	0	0	0	1	4	1	1	2	0
hsa-miR-542-3p	1568	1421	2012	1869	978	1830	2341	2829	1897	78725	56690	50276	5425	3185	6196	20367	16917	12468	998	1029	1252	688	557	534	1188	804	731
hsa-miR-542-5p	0	0	1	2	2	6	1	2	7	93	44	32	5	1	9	13	8	9	0	0	0	3	0	1	2	1	0
hsa-miR-543	24	16	20	116	67	105	50	48	30	55	38	52	277	182	309	119	68	64	28	23	41	25	63	59	12	23	22
hsa-miR-544a	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-545-3p	0	0	0	0	0	0	0	4	1	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-545-5p	0	0	3	2	0	2	1	0	2	0	0	0	0	1	0	1	4	2	0	0	0	2	0	0	0	1	2
hsa-miR-548a-3p	0	5	10	7	3	6	11	8	3	6	1	6	4	2	2	11	8	12	0	0	4	3	2	2	0	2	4
hsa-miR-548a-5p	3	0	3	3	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0
hsa-miR-548ab	20	19	35	29	23	26	38	48	33	36	20	30	26	13	39	54	65	45	63	71	77	17	23	29	56	58	102
hsa-miR-548ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ad-5p	11	9	12	14	10	9	11	20	14	19	15	10	12	7	7	37	24	9	20	14	15	12	7	12	8	28	30
hsa-miR-548ae-3p	0	1	0	0	0	1	0	1	1	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-548ag	0	0	1	0	0	0	1	0	1	0	1	1	0	2	0	0	1	2	3	5	3	0	1	0	1	0	1
hsa-miR-548ah-3p	1452	1247	1829	2963	2433	2958	1468	1860	1374	136	132	112	1836	1867	1951	754	571	433	162	210	226	2314	1302	1608	847	576	365
hsa-miR-548ah-5p	26	23	46	63	50	57	37	54	30	4	3	4	54	18	60	34	25	21	5	7	6	26	36	42	24	11	12
hsa-miR-548aj-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0
hsa-miR-548ak	0	1	1	0	0	1	2	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	1	0	0	1
hsa-miR-548al	15	3	16	17	7	18	17	15	8	12	1	4	6	5	15	17	9	6	11	9	9	5	6	13	11	7	10
hsa-miR-548am-3p	63	62	74	102	80	113	87	99	59	18	11	5	84	27	88	65	51	28	22	19	19	44	84	64	17	25	49
hsa-miR-548an	0	0	0	0	0	0	0	1	0	2	3	0	2	0	0	0	0	2	3	0	0	0	0	0	1	0	0
hsa-miR-548ao-3p	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	1	1	0
hsa-miR-548ap-3p	2	5	9	8	0	1	7	4	2	4	4	4	2	1	4	5	8	3	7	8	2	5	6	5	0	4	8
hsa-miR-548ap-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548aq-3p	20	10	26	17	14	16	15	16	12	6	8	6	9	6	9	14	3	10	6	10	18	10	9	11	12	4	6
hsa-miR-548aq-5p	1	0	0	0	2	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-548ar-3p	11	3	5	11	4	1	11	9	18	1	4	5	6	8	12	12	9	7	5	6	8	8	5	6	10	5	2
hsa-miR-548ar-5p	2	1	1	0	0	1	0	3	3	0	1	0	3	1	5	1	0	0	4	0	1	0	0	0	1	1	0
hsa-miR-548as-5p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548at-3p	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
hsa-miR-548at-5p	0	0	0	2	1	0	1	1	0	0	0	0	2	0	3	0	0	3	0	0	1	0	0	3	1	5	0
hsa-miR-548au-5p	0	0	0	0	0	0	2	0	5	0	0	0	1	0	0	4	0	0	0	0	3	1	4	0	0	1	1
hsa-miR-548av-3p	42	42	68	47	31	67	24	45	22	31	24	8	71	67	84	51	35	28	18	14	16	72	52	36	57	25	27
hsa-miR-548aw	0	3	3	3	0	1	0	3	0	4	1	2	2	1	4	7	1	2	1	6	3	0	4	2	0	1	2
hsa-miR-548ay-3p	20	14	31	22	15	17	20	17	9	9	5	9	12	6	27	46	13	23	17	17	30	2	12	10	14	16	18
hsa-miR-548az-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-548az-5p	8	8	6	7	3	6	6	4	4	7	7	7	1	4	8	5	8	6	10	16	11	3	8	2	6	8	15
hsa-miR-548b-3p	0	0	2	0	3	3	5	1	0	0	0	2	1	0	2	2	0	0	2	0	1	3	5	1	0	0	1
hsa-miR-548b-5p	23	20	20	24	15	17	28	20	17	5	5	8	15	12	18	27	25	24	8	12	15	10	10	21	10	13	6
hsa-miR-548ba	144	134	166	502	377	456	368	437	323	92	44	59	263	180	329	248	219	185	77	102	126	139	186	204	90	133	172
hsa-miR-548bc	69	44	53	78	54	61	38	63	39	17	29	19	75	44	71	41	58	38	25	22	26	25	31	46	30	28	29
hsa-miR-548c-5p	0	0	0	0	1	1	2	0	6	2	0	0	1	0	0	5	0	1	0	0	1	1	5	0	2	0	2
hsa-miR-548d-3p	1	2	4	4	6	1	0	1	0	0	0	0	3	1	2	0	0	0	2	0	0	1	1	0	0	0	1
hsa-miR-548d-5p	21	14	27	18	15	23	24	22	29	8	7	10	26	13	27	28	20	11	24	27	24	14	40	14	5	16	18
hsa-miR-548e-3p	121	112	142	216	132	209	103	153	96	85	77	52	138	141	181	256	188	134	58	69	72	32	103	50	33	154	139
hsa-miR-548f-3p	45	38	64	89	49	71	63	51	44	20	27	20	70	116	59	72	51	25	11	20	22	53	40	39	60	51	23
hsa-miR-548f-5p	69	44	53	78	54	61	38	63	39	17	29	19	75	44	71	41	58	38	25	22	26	24	29	46	30	28	29
hsa-miR-548g-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548g-5p	17	10	25	17	14	16	15	16	11	5	8	5	9	6	9	14	3	5	6	7	12	10	9	11	12	4	6
hsa-miR-548h-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	2	0	0
hsa-miR-548h-5p	18	15	14	42	34	47	22	32	13	17	7	10	41	24	44	32	28	42	1	7	5	9	29	28	8	4	5
hsa-miR-548i	4	4	6	7	9	4	5	6	3	2	0	1	5	1	3	4	2	8	1	3	4	3	7	7	0	3	9
hsa-miR-548j-3p	10	14	9	26	4	21	13	10	9	2	1	4	5	5	4	9	3	4	4	4	0	9	5	9	7	2	5
hsa-miR-548j-5p	0	3	8	8	6	7	9	12	3	1	2	1	2	6	6	14	1	2	1	3	2	0	0	2	0	1	0
hsa-miR-548k	53	54	70	141	70	112	73	114	66	47	22	36	101	49	112	123	76	86	28	35	40	27	68	65	23	32	60
hsa-miR-548l	0	0	5	4	1	6	2	2	8	1	1	5	6	3	12	12	11	3	4	3	6	9	11	5	4	2	11
hsa-miR-548n	25	40	51	129	91	116	86	93	64	46	30	62	114	71	147	130	94	72	24	13	22	41	59	65	32	36	54
hsa-miR-548o-3p	795	808	1103	1101	782	1098	795	1004	801	455	485	356	1058	1059	1132	906	703	579	455	483	642	1291	823	828	1622	880	568
hsa-miR-548p	1424	1219	1799	2896	2370	2885	1441	1834	1344	138	132	109	1797	1843	1911	736	557	424	159	195	219	2302	1271	1569	839	571	351
hsa-miR-548q	1	7	1	7	18	3	4	5	2	5	4	8	5	5	5	6	4	4	5	7	3	4	7	11	8	1	7
hsa-miR-548s	3	5	8	5	8	4	4	4	4	3	0	1	5	0	1	4	8	1	3	7	1	0	2	2	1	2	0
hsa-miR-548t-3p	17	13	14	17	7	13	17	20	15	17	8	14	13	8	12	22	20	14	10	11	7	9	10	8	4	5	23
hsa-miR-548t-5p	2	4	1	3	2	6	1	0	1	0	2	0	0	0	4	0	0	1	0	0	0	2	1	4	0	0	0
hsa-miR-548u	19	21	22	36	30	37	16	35	26	6	8	1	43	33	38	27	20	17	11	4	6	54	31	38	19	15	12
hsa-miR-548v	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	2
hsa-miR-548w	5	7	4	6	1	5	3	6	5	3	1	7	3	0	2	10	7	7	9	4	4	0	6	4	1	1	2
hsa-miR-548x-3p	0	3	2	0	1	1	2	4	1	2	2	0	1	0	0	3	4	0	1	4	0	0	0	1	1	0	1
hsa-miR-548y	2	4	3	10	0	5	6	3	8	4	1	1	3	0	2	7	0	0	2	2	2	5	2	1	1	0	3
hsa-miR-549a-3p	3	4	8	5	0	3	2	1	2	5	9	7	3	0	6	10	12	7	0	0	3	0	4	1	1	3	2
hsa-miR-549a-5p	3	4	8	5	0	3	2	1	2	6	9	7	1	1	7	10	12	7	0	0	3	0	4	1	1	3	2
hsa-miR-550a-3-5p	14	31	29	42	16	57	29	21	22	19	17	20	59	28	53	25	40	20	5	9	16	29	14	28	14	14	19
hsa-miR-550a-3p	22	24	26	37	18	25	27	31	15	5	2	6	16	15	18	25	17	6	8	10	11	14	24	19	8	6	23
hsa-miR-550a-5p	14	31	29	42	16	57	30	21	22	19	17	20	59	28	53	25	40	20	5	9	16	29	14	28	14	14	19
hsa-miR-550b-2-5p	22	24	26	37	18	25	27	31	15	5	2	6	16	15	18	25	17	6	8	10	11	14	24	19	8	6	23
hsa-miR-550b-3p	9	21	21	25	9	46	23	16	16	12	16	20	42	24	44	21	27	19	4	6	14	25	10	26	10	10	10
hsa-miR-551a	24	24	29	36	6	33	24	36	26	3	0	4	23	16	24	18	14	7	12	11	7	31	52	41	27	11	15
hsa-miR-551b-3p	23	23	34	33	6	26	32	21	14	3	1	1	8	1	21	15	16	8	10	13	25	4	41	20	4	3	13
hsa-miR-551b-5p	99	86	139	73	72	90	93	96	99	4	7	4	8	4	13	6	7	2	3	4	10	8	8	11	0	4	7
hsa-miR-552-3p	13	7	22	20	9	14	38	38	30	45	26	35	26	9	17	81	54	64	52	69	43	13	13	27	44	56	40
hsa-miR-552-5p	5	0	5	7	7	10	3	16	5	11	8	14	1	5	11	16	20	11	7	16	12	4	13	4	5	7	9
hsa-miR-556-3p	20	22	40	59	37	42	30	28	21	20	21	30	32	5	46	48	29	37	34	44	33	12	13	25	34	18	28
hsa-miR-556-5p	6	2	11	9	1	6	6	3	7	6	3	3	13	5	7	8	7	7	7	1	1	4	3	2	1	8	4
hsa-miR-5579-3p	0	0	0	0	1	0	2	0	0	0	1	0	0	5	1	2	1	0	0	1	1	0	3	3	0	1	0
hsa-miR-5579-5p	8	1	7	8	5	10	4	3	1	0	1	6	12	3	14	10	7	2	7	5	10	4	16	20	3	2	9
hsa-miR-5581-3p	9	10	5	12	2	13	10	14	8	2	0	6	8	8	9	12	11	5	1	1	2	2	0	3	0	2	11
hsa-miR-5582-3p	7	0	1	10	1	1	0	1	5	0	0	0	0	1	1	2	0	0	0	0	1	0	3	0	0	1	0
hsa-miR-5584-3p	0	0	1	0	1	0	0	0	0	1	0	1	2	0	0	1	7	3	2	0	1	0	0	1	3	0	3
hsa-miR-5584-5p	4	1	7	0	0	1	4	3	2	10	0	4	3	1	1	7	14	3	3	8	3	2	0	3	5	3	6
hsa-miR-5585-3p	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	1	0	3	0	0	1
hsa-miR-5585-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5586-3p	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
hsa-miR-5586-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3	0	0	0	0	1	1
hsa-miR-5587-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-5587-5p	0	3	0	0	2	4	3	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-5588-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5590-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5591-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-561-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0
hsa-miR-561-5p	10	18	23	28	4	23	23	14	21	5	10	1	10	6	10	13	11	12	2	10	7	4	16	9	12	3	16
hsa-miR-5680	6	8	12	9	4	4	12	7	7	6	6	10	3	8	8	9	13	5	14	15	11	5	11	4	12	16	18
hsa-miR-5682	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-5683	52	47	59	82	83	87	79	109	74	113	58	56	143	71	201	201	178	129	443	427	533	259	447	386	483	311	616
hsa-miR-5684	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-5685	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-5687	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5688	17	7	10	4	10	7	5	12	5	4	2	4	4	0	6	15	11	6	10	3	8	3	0	3	6	4	14
hsa-miR-5689	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5690	9	5	8	26	4	15	6	12	13	0	1	1	7	10	2	5	5	2	0	4	2	13	1	4	10	4	3
hsa-miR-5691	0	0	0	2	0	1	1	0	0	0	0	1	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-5693	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	1
hsa-miR-5695	6	3	2	4	5	3	3	6	1	2	1	0	10	3	9	8	3	5	1	3	1	2	3	2	2	5	6
hsa-miR-5696	1	3	3	2	1	1	2	3	3	4	2	1	5	2	0	1	2	0	0	1	1	0	0	1	0	0	3
hsa-miR-5697	3	0	0	2	0	0	0	1	0	0	0	0	8	3	1	1	0	3	0	0	0	3	1	0	1	1	0
hsa-miR-5698	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	4	3	1	0	0	0	0	0	0	3	1	0
